Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Mycobacterium sp. 2000-301223 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 2000-301223,128,128,25%,4e-28,67.55,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU054315.1?report=genbank&log$=nucltop&blast_rank=2087&RID=6PVX24BJ016"",""EU054315.1"")"
"Mycobacterium koreense partial groEL2 gene for chaperonin, strain DSM 45576T",Mycolicibacillus koreensis,128,128,25%,4e-28,67.55,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG673725.1?report=genbank&log$=nucltop&blast_rank=2088&RID=6PVX24BJ016"",""HG673725.1"")"
"Mycobacterium sp. FI-06081 65 kDa heat shock protein gene, partial cds",Mycobacterium sp. FI-06081,128,128,22%,4e-28,68.70,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ986501.1?report=genbank&log$=nucltop&blast_rank=2089&RID=6PVX24BJ016"",""DQ986501.1"")"
"Mycobacterium neworleansense ATCC 49404 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium neworleansense,128,128,25%,4e-28,67.47,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY496143.1?report=genbank&log$=nucltop&blast_rank=2090&RID=6PVX24BJ016"",""AY496143.1"")"
Mycobacterium gastri hsp65 gene for 65 KDa heat shock protein,Mycobacterium gastri,128,128,20%,4e-28,69.76,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ310234.1?report=genbank&log$=nucltop&blast_rank=2091&RID=6PVX24BJ016"",""AJ310234.1"")"
"Mycobacterium chelonae strain IP140420019 65 kDa heat shock protein gene, partial cds",Mycobacteroides chelonae,128,128,24%,4e-28,67.93,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF071141.1?report=genbank&log$=nucltop&blast_rank=2092&RID=6PVX24BJ016"",""AF071141.1"")"
"Mycobacterium chelonae subsp. chelonae 65 kDa heat shock protein gene, partial cds",Mycobacteroides chelonae,128,128,20%,4e-28,69.76,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U17928.1?report=genbank&log$=nucltop&blast_rank=2093&RID=6PVX24BJ016"",""U17928.1"")"
"Mycobacterium chelonae subsp. abscessus isolate TMH10 65 kDa heat shock protein gene, partial cds",Mycobacteroides chelonae,128,128,20%,4e-28,69.76,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U17927.1?report=genbank&log$=nucltop&blast_rank=2094&RID=6PVX24BJ016"",""U17927.1"")"
"Mycolicibacterium sp. strain MYC381 Hsp65 gene, partial cds",Mycolicibacterium sp.,127,127,22%,4e-28,69.06,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877206.1?report=genbank&log$=nucltop&blast_rank=2095&RID=6PVX24BJ016"",""MK877206.1"")"
"Mycolicibacterium sp. strain MYC354 Hsp65 gene, partial cds",Mycolicibacterium sp.,127,127,22%,4e-28,68.51,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877181.1?report=genbank&log$=nucltop&blast_rank=2096&RID=6PVX24BJ016"",""MK877181.1"")"
"Mycolicibacterium sp. strain MYC321 Hsp65 gene, partial cds",Mycolicibacterium sp.,127,127,22%,4e-28,68.51,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877150.1?report=genbank&log$=nucltop&blast_rank=2097&RID=6PVX24BJ016"",""MK877150.1"")"
"Mycolicibacterium brisbanense strain MYC128 Hsp65 gene, partial cds",Mycolicibacterium brisbanense,127,127,22%,4e-28,68.51,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK876971.1?report=genbank&log$=nucltop&blast_rank=2098&RID=6PVX24BJ016"",""MK876971.1"")"
"Mycolicibacterium sp. strain MYC015 Hsp65 gene, partial cds",Mycolicibacterium sp.,127,127,22%,4e-28,68.51,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK876869.1?report=genbank&log$=nucltop&blast_rank=2099&RID=6PVX24BJ016"",""MK876869.1"")"
"Mycobacterium aquaticum strain RW6 65 kD heat shock protein (hsp65) gene, partial cds",Mycobacterium aquaticum,127,127,22%,4e-28,68.51,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY392538.1?report=genbank&log$=nucltop&blast_rank=2100&RID=6PVX24BJ016"",""KY392538.1"")"
"Mycobacterium sp. strain H12O 49738 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp.,127,127,26%,4e-28,67.13,436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX779273.1?report=genbank&log$=nucltop&blast_rank=2101&RID=6PVX24BJ016"",""KX779273.1"")"
"Mycolicibacterium peregrinum strain M96 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium peregrinum,127,127,22%,4e-28,68.51,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX231748.1?report=genbank&log$=nucltop&blast_rank=2102&RID=6PVX24BJ016"",""KX231748.1"")"
"Mycolicibacterium peregrinum strain M93 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium peregrinum,127,127,22%,4e-28,68.51,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX231747.1?report=genbank&log$=nucltop&blast_rank=2103&RID=6PVX24BJ016"",""KX231747.1"")"
"Mycolicibacterium peregrinum strain M1 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium peregrinum,127,127,22%,4e-28,68.51,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX231741.1?report=genbank&log$=nucltop&blast_rank=2104&RID=6PVX24BJ016"",""KX231741.1"")"
"Mycobacterium mucogenicum strain 24AIII 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium mucogenicum,127,127,22%,4e-28,68.39,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT992222.1?report=genbank&log$=nucltop&blast_rank=2105&RID=6PVX24BJ016"",""KT992222.1"")"
"Mycobacterium szulgai strain FJ12159 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium szulgai,127,127,24%,4e-28,67.74,436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432739.1?report=genbank&log$=nucltop&blast_rank=2106&RID=6PVX24BJ016"",""KF432739.1"")"
"Mycobacterium szulgai strain FJ12122 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium szulgai,127,127,24%,4e-28,67.74,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432710.1?report=genbank&log$=nucltop&blast_rank=2107&RID=6PVX24BJ016"",""KF432710.1"")"
"Mycolicibacterium sp. NGTWR0901 HSP65 gene for 65 kDa heat shock protein, partial cds",Mycolicibacterium sp.,127,127,22%,4e-28,68.51,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LC582338.1?report=genbank&log$=nucltop&blast_rank=2108&RID=6PVX24BJ016"",""LC582338.1"")"
"Mycobacterium peregrinum strain AFP-000191 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycolicibacterium peregrinum,127,127,22%,4e-28,68.51,413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX294387.1?report=genbank&log$=nucltop&blast_rank=2109&RID=6PVX24BJ016"",""JX294387.1"")"
"Mycobacterium setense strain 74023791 Hsp65 gene, partial cds",Mycolicibacterium setense,127,127,22%,4e-28,68.51,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU371508.1?report=genbank&log$=nucltop&blast_rank=2110&RID=6PVX24BJ016"",""EU371508.1"")"
"Mycobacterium senegalense partial hsp65 gene for heat shock protein, strain NCTC 10956",Mycolicibacterium senegalense,127,127,22%,4e-28,68.51,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM902954.1?report=genbank&log$=nucltop&blast_rank=2111&RID=6PVX24BJ016"",""AM902954.1"")"
"Mycobacterium sp. WT01 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WT01,127,127,22%,4e-28,68.65,410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591225.1?report=genbank&log$=nucltop&blast_rank=2112&RID=6PVX24BJ016"",""EF591225.1"")"
"Mycobacterium sp. WR14 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WR14,127,127,23%,4e-28,67.78,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591148.1?report=genbank&log$=nucltop&blast_rank=2113&RID=6PVX24BJ016"",""EF591148.1"")"
"Mycobacterium cosmeticum strain DSM 44829 65 Kda heat shock protein (hsp65) gene, partial cds",Mycolicibacterium cosmeticum,127,127,24%,4e-28,67.40,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ124111.1?report=genbank&log$=nucltop&blast_rank=2114&RID=6PVX24BJ016"",""DQ124111.1"")"
"Mycobacterium petroleophilum strain DSM 44182 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium petroleophilum,127,127,22%,4e-28,68.85,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ350156.1?report=genbank&log$=nucltop&blast_rank=2115&RID=6PVX24BJ016"",""DQ350156.1"")"
"Mycobacterium hodleri strain CIP 104909 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium hodleri,127,127,24%,4e-28,67.40,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547845.1?report=genbank&log$=nucltop&blast_rank=2116&RID=6PVX24BJ016"",""AF547845.1"")"
Mycobacterium obuense partial hsp65 gene for 65 kDa heat shock protein,Mycolicibacterium obuense,127,127,25%,4e-28,68.22,408,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ307640.1?report=genbank&log$=nucltop&blast_rank=2117&RID=6PVX24BJ016"",""AJ307640.1"")"
"Mycobacterium sp. STR-6 Hsp65 gene, partial cds",Mycobacterium sp. STR-6,127,127,22%,4e-28,68.77,368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF240536.1?report=genbank&log$=nucltop&blast_rank=2118&RID=6PVX24BJ016"",""AF240536.1"")"
Mycobacterium mucogenicum partial hsp65 gene for 65 kDa heat shock protein,Mycolicibacterium mucogenicum,127,127,22%,4e-28,68.39,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ307637.1?report=genbank&log$=nucltop&blast_rank=2119&RID=6PVX24BJ016"",""AJ307637.1"")"
Mycobacterium chitae hsp65 gene for 65 KDa heat shock protein,Mycolicibacterium chitae,127,127,24%,4e-28,67.91,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ310227.1?report=genbank&log$=nucltop&blast_rank=2120&RID=6PVX24BJ016"",""AJ310227.1"")"
"Mycobacterium barrassiae strain CIP 108545 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium barrassiae,126,126,25%,1e-27,68.18,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY859679.2?report=genbank&log$=nucltop&blast_rank=2121&RID=6PVX24BJ016"",""AY859679.2"")"
"Mycobacteroides salmoniphilum strain M39 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacteroides salmoniphilum,126,126,22%,1e-27,68.49,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX244859.1?report=genbank&log$=nucltop&blast_rank=2122&RID=6PVX24BJ016"",""KX244859.1"")"
"Mycobacteroides chelonae strain M12 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacteroides chelonae,126,126,22%,1e-27,68.49,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX244857.1?report=genbank&log$=nucltop&blast_rank=2123&RID=6PVX24BJ016"",""KX244857.1"")"
"Mycobacterium szulgai strain M69 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium szulgai,126,126,22%,1e-27,68.49,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX231723.1?report=genbank&log$=nucltop&blast_rank=2124&RID=6PVX24BJ016"",""KX231723.1"")"
"Mycolicibacterium moriokaense strain 120 heat shock protein 65 (hsp65) gene, partial cds",Mycolicibacterium moriokaense,126,126,22%,1e-27,69.42,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP598324.1?report=genbank&log$=nucltop&blast_rank=2125&RID=6PVX24BJ016"",""OP598324.1"")"
"Mycolicibacterium aurum strain 1 heat shock protein 65 (hsp65) gene, partial cds",Mycolicibacterium aurum,126,126,24%,1e-27,68.07,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP598205.1?report=genbank&log$=nucltop&blast_rank=2126&RID=6PVX24BJ016"",""OP598205.1"")"
"Mycobacteroides abscessus subsp. bolletii strain MIS186 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. bolletii,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422808.1?report=genbank&log$=nucltop&blast_rank=2127&RID=6PVX24BJ016"",""OP422808.1"")"
"Mycobacteroides abscessus subsp. massiliense strain MIS165 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. massiliense,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422791.1?report=genbank&log$=nucltop&blast_rank=2128&RID=6PVX24BJ016"",""OP422791.1"")"
"Mycobacteroides abscessus subsp. massiliense strain MIS119 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. massiliense,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422784.1?report=genbank&log$=nucltop&blast_rank=2129&RID=6PVX24BJ016"",""OP422784.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS354 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422768.1?report=genbank&log$=nucltop&blast_rank=2130&RID=6PVX24BJ016"",""OP422768.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS339 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422767.1?report=genbank&log$=nucltop&blast_rank=2131&RID=6PVX24BJ016"",""OP422767.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS334 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422766.1?report=genbank&log$=nucltop&blast_rank=2132&RID=6PVX24BJ016"",""OP422766.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS328 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422765.1?report=genbank&log$=nucltop&blast_rank=2133&RID=6PVX24BJ016"",""OP422765.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS324 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422764.1?report=genbank&log$=nucltop&blast_rank=2134&RID=6PVX24BJ016"",""OP422764.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS318 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422763.1?report=genbank&log$=nucltop&blast_rank=2135&RID=6PVX24BJ016"",""OP422763.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS317 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422762.1?report=genbank&log$=nucltop&blast_rank=2136&RID=6PVX24BJ016"",""OP422762.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS314 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422761.1?report=genbank&log$=nucltop&blast_rank=2137&RID=6PVX24BJ016"",""OP422761.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS311 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422760.1?report=genbank&log$=nucltop&blast_rank=2138&RID=6PVX24BJ016"",""OP422760.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS303 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422759.1?report=genbank&log$=nucltop&blast_rank=2139&RID=6PVX24BJ016"",""OP422759.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS300 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422758.1?report=genbank&log$=nucltop&blast_rank=2140&RID=6PVX24BJ016"",""OP422758.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS299 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422757.1?report=genbank&log$=nucltop&blast_rank=2141&RID=6PVX24BJ016"",""OP422757.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS297 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422756.1?report=genbank&log$=nucltop&blast_rank=2142&RID=6PVX24BJ016"",""OP422756.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS291 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422755.1?report=genbank&log$=nucltop&blast_rank=2143&RID=6PVX24BJ016"",""OP422755.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS283 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422754.1?report=genbank&log$=nucltop&blast_rank=2144&RID=6PVX24BJ016"",""OP422754.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS261 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422753.1?report=genbank&log$=nucltop&blast_rank=2145&RID=6PVX24BJ016"",""OP422753.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS221 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422752.1?report=genbank&log$=nucltop&blast_rank=2146&RID=6PVX24BJ016"",""OP422752.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS219 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422751.1?report=genbank&log$=nucltop&blast_rank=2147&RID=6PVX24BJ016"",""OP422751.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS207 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422750.1?report=genbank&log$=nucltop&blast_rank=2148&RID=6PVX24BJ016"",""OP422750.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS205 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422749.1?report=genbank&log$=nucltop&blast_rank=2149&RID=6PVX24BJ016"",""OP422749.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS194 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422748.1?report=genbank&log$=nucltop&blast_rank=2150&RID=6PVX24BJ016"",""OP422748.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS181 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422747.1?report=genbank&log$=nucltop&blast_rank=2151&RID=6PVX24BJ016"",""OP422747.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS179 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422746.1?report=genbank&log$=nucltop&blast_rank=2152&RID=6PVX24BJ016"",""OP422746.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS166 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422745.1?report=genbank&log$=nucltop&blast_rank=2153&RID=6PVX24BJ016"",""OP422745.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS146 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422744.1?report=genbank&log$=nucltop&blast_rank=2154&RID=6PVX24BJ016"",""OP422744.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS124 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422742.1?report=genbank&log$=nucltop&blast_rank=2155&RID=6PVX24BJ016"",""OP422742.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS122 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422741.1?report=genbank&log$=nucltop&blast_rank=2156&RID=6PVX24BJ016"",""OP422741.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS114 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422740.1?report=genbank&log$=nucltop&blast_rank=2157&RID=6PVX24BJ016"",""OP422740.1"")"
"Mycobacteroides abscessus subsp. abscessus strain MIS102 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,126,126,20%,1e-27,69.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP422739.1?report=genbank&log$=nucltop&blast_rank=2158&RID=6PVX24BJ016"",""OP422739.1"")"
